@relation R_data_frame

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute Class {1,2}

@data
-971,-2884,-549,-3145,195,-19,-1079,-2235,-2002,-3494,1142,-236,-745,-174,2126,-2641,3113,1779,1381,2983,1
708,1089,-719,-14,3043,-1225,398,-83,3676,1538,-696,99,-506,-3412,757,-1374,-1107,-61,-1171,-1215,1
2948,2545,-447,1492,-2932,11,5142,-579,-2433,-3731,885,1797,-1672,1262,176,4284,-207,536,-1832,1143,1
263,717,-613,-64,1481,-1302,1204,-197,-386,-902,792,1693,-1116,731,1092,499,-351,-477,-1095,-943,2
1005,-593,565,799,-134,806,928,-54,-1666,-284,-414,1254,1141,369,-1549,825,-68,-954,1293,-854,2
332,1528,375,-4019,106,-1897,-1248,-3182,-66,-1244,925,6282,3631,225,3657,-736,3084,31,-829,-1352,1
257,-883,-638,-2494,-501,-2166,-1013,951,125,1453,-41,-5289,-2244,-532,-716,-3428,1759,-1998,36,-1437,1
761,-428,2706,-32,208,-4183,-303,-273,-1815,-2579,105,-3959,3298,2938,19,1014,-2431,1443,-722,1626,1
-3866,886,3409,-691,2271,97,-1334,-1138,-297,-454,-1325,4106,22,3815,179,3732,1806,-2287,754,-2432,1
425,26,62,2117,-1663,752,1235,26,-964,-816,-842,1423,901,-1314,-2029,-1229,1408,72,233,583,2
2228,-2542,-41,917,452,-102,-1991,928,751,-707,3479,-67,1171,29,37,747,-981,1634,56,229,1
1831,859,-1141,1599,-116,187,1142,-1864,207,661,-562,2467,-944,-1015,-1836,3403,-716,2033,-1259,717,1
293,-1253,3249,-1668,56,742,-3,-388,1071,1925,-262,-274,427,2029,1548,1298,-526,497,1129,1234,1
-96,-33,1737,914,-1527,-52,1922,2648,-2065,798,-2323,-2116,1061,-567,789,953,3876,-2482,-2175,-1827,1
-269,964,96,-1606,974,-825,1643,351,2279,1093,-153,78,1,1083,-1532,-1985,186,14,-122,1583,2
-2644,1343,2632,403,-421,347,136,39,3487,292,212,-979,-2286,1474,437,1363,1206,2947,658,768,1
1066,-6,-1136,1772,844,1727,1289,1216,1852,-396,1788,1974,313,73,-601,-178,1042,-14,378,9,2
-1822,-1447,-353,1612,924,1628,-492,305,844,498,156,-78,-932,1152,-18,445,717,1478,625,73,2
691,791,19,31,45,-462,1445,-372,-11,155,-323,959,121,-86,84,372,1372,-269,977,1353,2
-1047,-346,-642,-318,1717,373,702,247,-148,-2547,815,-1473,3606,738,1408,2771,-3274,-274,2694,2387,1
31,1487,34,154,762,1076,266,-905,-81,171,403,-349,1943,464,-1545,1704,225,-28,1319,1137,2
-1853,157,1709,62,-1491,319,2411,2592,1384,143,1453,1384,-11,1552,124,341,856,19,-541,403,2
2349,-304,1127,1531,-521,112,-79,-305,-756,311,967,1152,163,-1299,-481,-1047,61,141,889,-302,2
55,-2655,-91,-45,-1622,456,-614,-41,968,1387,1966,1996,1958,-1374,249,-1155,-2274,4673,-2665,-256,1
3177,752,1824,-3201,-228,2109,2032,-581,748,1283,-2595,-332,-111,141,1622,972,-2055,2057,-159,143,1
-488,-201,-863,-1704,2205,-1609,616,-1654,1584,2289,-83,1786,-94,-91,2348,-1491,271,2104,-204,2539,1
-1581,333,1212,117,-569,-2638,1428,-1304,229,271,-2336,-251,2388,-368,1341,3337,2076,-1572,-13,3045,1
2083,649,332,-754,2587,619,1018,104,-1153,1723,472,-1545,34,1887,603,707,-289,-503,-7,-91,2
816,1294,2538,-67,382,1253,1518,-226,269,1083,1809,498,901,3154,-778,-952,-565,-142,1952,692,2
848,441,-35,1439,-564,958,859,888,-254,103,485,1349,259,-379,626,1268,-1187,1819,1874,756,2
-581,-334,-929,-617,-1441,1518,2525,102,1823,4279,331,-1518,566,-111,2533,-52,483,-2735,39,868,1
2,-567,-3243,-222,4911,2155,-692,2966,-2023,4257,-1515,-2656,2642,99,-2577,-1378,-4,-387,-1586,-2584,1
-742,1281,51,995,891,1455,238,-82,124,-33,1355,-174,-874,1217,1052,123,924,511,365,1077,2
-904,-53,11,-234,817,793,2053,-1087,257,-1251,3594,-1211,192,-1281,-3181,-2031,262,-2566,-472,-1246,1
2629,3458,46,-1565,-1369,1653,-201,-2032,976,2285,2841,-338,3151,2086,-959,-3203,2702,-1458,-1498,105,1
41,1306,183,773,1219,2,1437,2015,-356,1034,1555,-664,316,1134,301,1099,1434,173,1114,-236,2
-1272,43,-2129,28,-57,291,-228,-1735,1553,-189,-788,-624,-2277,-2186,196,-564,-1113,-301,4733,1461,1
3307,-66,-2657,454,-1354,4051,171,-322,357,2892,-908,-3306,-1937,-1367,1217,3569,-1043,759,-2379,-1735,1
113,357,663,674,416,1021,-31,471,1996,92,421,44,1999,-1125,-755,-1189,307,121,-52,1286,2
435,-112,1165,-234,53,764,29,235,1357,718,144,-1099,538,1736,176,608,-234,-182,303,-546,2
1818,-233,1041,1688,2421,-2112,-902,-613,-228,1468,324,-1676,1467,277,186,1672,509,-629,211,863,2
813,851,1588,1394,161,-982,-221,-157,801,-128,1069,614,-1682,1366,69,697,755,1417,14,1065,2
142,-178,1503,218,1044,545,264,235,66,-504,349,-528,772,1941,143,832,-311,862,-166,-1349,2
432,1966,-1274,608,15,184,633,1247,767,-1524,-881,-41,-723,1482,1171,-237,1105,1864,1365,1484,2
2821,771,226,1049,1085,-206,-18,2081,1916,1205,-1953,805,-1168,1192,-1199,-1593,248,-376,895,963,2
993,1471,783,1858,584,-234,134,207,1785,2909,-166,828,-19,-1558,2254,1806,-901,-59,732,174,2
-213,-777,-1972,-3185,-4157,-1448,622,-1115,-3148,1898,-71,1192,1876,-3877,-1344,-481,-5407,1531,-1628,-144,1
1629,321,2093,62,83,-684,-167,769,-883,2328,1153,-2449,393,345,-375,212,847,-312,305,-374,2
-338,378,2374,132,884,1209,22,986,1953,-397,557,-462,134,1577,-811,693,-2495,-75,377,16,2
-43,-1107,183,1126,685,636,1572,1649,-272,653,265,1078,107,-156,671,1328,1408,177,734,-2218,2
-916,2017,-4338,-2253,3469,-613,-44,-592,-584,-197,-1722,-1466,2196,-1761,-141,388,724,-2088,-1806,-103,1
511,479,206,359,854,-356,2147,1928,1907,935,1294,-598,1946,1825,133,553,1291,2133,553,64,2
2105,135,511,462,206,-374,1073,77,-1013,913,1891,1965,492,-54,598,-525,359,958,-1,-21,2
707,632,-664,-1595,-238,3169,111,-834,-96,-1932,-534,689,-1285,-2759,385,-1057,1304,-2984,-2507,1119,1
-859,654,39,509,233,1619,-381,173,1004,155,1908,-82,-542,512,702,362,2288,176,-1837,2965,2
334,179,913,182,2524,-1245,568,1338,1,-161,161,861,1134,1793,2403,-193,24,-892,596,83,2
533,-19,986,1843,-1686,15,-175,534,-65,878,999,632,958,1212,-18,686,-462,1323,186,-429,2
1028,74,1238,337,604,583,332,461,-508,3041,-188,-6,-893,935,-1101,-63,1531,-135,684,-1619,2
-36,2884,2263,1728,-168,549,1279,235,284,-961,-706,-2428,-817,521,-7,1949,-927,269,1754,248,2
3,-102,-762,-1027,-2378,-354,1608,-67,836,2147,2354,-862,-59,644,854,-288,-48,-97,-786,7,2
-2852,-735,1607,563,171,-602,-2575,743,-2344,166,283,-1019,-105,437,-429,-3507,-304,1267,-516,1908,1
1476,2098,1246,-883,145,-138,868,2038,157,-163,39,75,852,444,1836,83,-1237,1345,67,1161,2
2868,-23,61,2081,1578,864,127,-548,1181,463,856,-34,986,688,328,741,489,1179,-311,1962,2
2892,982,-848,1336,833,455,208,986,82,-832,781,83,2198,-3,-312,-1383,196,2217,-1003,133,2
757,805,1037,29,-266,228,23,-1018,959,-451,1678,1653,-2943,-2132,119,-147,19,2476,-424,-227,1
297,1318,577,-722,1036,-439,-272,-164,-263,-279,878,417,-8,-753,287,97,308,-62,575,184,2
1666,828,694,-35,21,2565,2083,1706,-4,-23,247,-562,-263,179,917,1274,79,601,1588,21,2
1678,1414,-353,546,1284,492,1177,259,-2204,899,2204,738,2042,-3,689,558,84,-519,-197,587,2
-177,-1405,2385,-4603,2377,-91,-572,1033,398,-1487,3226,2529,-886,2569,-1111,-2513,-229,-94,-1524,-2286,1
-1814,1126,-762,2794,2416,501,-232,915,155,1098,-2208,2921,-3966,-205,386,-612,-859,-52,507,-1624,1
998,-369,114,-765,-414,5103,1554,225,-12,702,1548,1275,1103,1113,1744,137,719,-727,715,-493,2
2705,-2759,-1852,245,233,1311,2603,-1177,743,414,-109,-2458,-3042,257,-2486,-778,-2359,808,-1379,-48,1
997,55,1148,63,-37,-452,2259,763,232,-34,1409,-107,-644,-919,102,-239,925,119,-923,289,2
-3699,99,342,956,-777,2409,-2149,106,1245,237,-3409,1419,2119,3762,218,-2412,-2184,-206,-2298,3175,1
1303,-108,3837,-571,-551,-1029,91,-5319,487,-105,3042,27,3452,-2166,-462,904,1675,-1158,1141,72,1
322,-329,1605,6,2448,-566,-433,67,-1175,-601,1122,-422,246,1584,853,344,911,179,2704,98,2
838,1247,708,1329,1355,375,-54,-396,-2182,102,526,1384,-424,97,25,1013,-31,-258,26,1478,2
994,-1328,-87,1958,-907,1656,-1805,1517,-301,-861,809,3846,-95,-1158,-638,-615,484,5202,202,1185,1
-1337,-1462,-256,1968,428,-1429,-4636,33,-744,81,774,-6,-3209,-1598,241,2524,1884,2862,-2879,-1092,1
1017,1336,-1785,1768,1934,-1458,-492,-49,-1825,685,-51,2107,-83,602,3157,1331,-9,-628,-811,912,2
769,2105,1344,824,-144,-248,-378,-828,42,918,44,1571,-1224,-501,391,452,406,617,611,2449,2
-1358,2777,-111,-4516,173,2102,304,3841,1397,-1464,763,-2492,-7,-255,-203,974,-2905,368,-2784,1176,1
3011,381,518,-1378,1576,754,42,-3032,-816,-1906,3633,-6259,-2743,357,499,-2187,-1703,6811,586,3735,1
1517,-933,-2,-22,627,-794,1203,-386,639,1891,227,863,1148,1557,685,1769,2381,13,2546,-194,2
1754,-413,3398,822,-392,-342,-49,-1151,-252,1013,888,669,-2858,224,-42,-888,-2094,-3255,3524,454,1
854,-481,-6,-786,2571,-718,-378,1612,-41,-1007,33,1154,-848,-12,32,1315,1804,-726,388,-153,2
108,1538,-1031,1823,938,-396,1295,697,-747,1736,933,-337,-285,258,-871,598,1673,143,-513,141,2
1821,-1766,-604,55,1328,2787,-795,-1822,3281,-1236,3353,4578,-75,1213,22,2865,-1096,-2039,-524,74,1
1843,-605,221,1025,1361,-629,174,-106,1028,-715,428,826,295,413,1249,-177,102,31,-32,1974,2
662,1124,1036,2873,2258,73,664,533,606,792,-382,2236,1138,486,-687,1081,1126,1791,758,1082,2
3047,-1288,1075,587,-321,-5628,-197,-1818,3326,-1988,-1354,-4279,3069,3062,-1923,-1776,1023,619,-653,117,1
-2156,1398,-392,-804,-28,-1571,-1468,-1106,-724,2552,-698,2092,-375,-559,564,-479,973,1098,1416,1811,1
66,-1824,3335,762,-1606,-1299,-329,2537,-856,-277,1712,-2425,-1867,-494,-22,-729,4196,518,-1255,766,1
82,-638,-1034,-696,527,1109,982,1245,131,691,734,208,569,-432,2252,-1,825,1218,78,992,2
-568,-2893,-15,4626,-1514,-684,473,1478,-2261,1294,-3172,-1236,-2131,-996,-173,616,748,-7444,56,-717,1
-2461,-1842,973,1965,1002,2959,1034,-473,-4895,1186,2315,-1217,-4462,-464,366,-2038,1258,-1909,-1345,-3139,1
-479,-196,1158,129,1113,-818,675,2673,-193,867,-53,-103,1302,-881,644,1413,933,149,2144,769,2
2669,-538,775,-2115,1511,392,-1493,108,2902,-93,3349,-108,5209,-655,1133,-107,-619,-3243,137,2241,1
-1644,1222,1038,-1444,35,89,1055,199,-93,1296,597,1892,1361,893,294,48,936,2559,163,-411,2
369,2727,-1427,585,-1226,-1968,-958,-3409,-97,2138,137,-323,-816,-799,-2647,-1591,1898,-1429,-732,43,1
-779,-848,1071,1169,426,155,738,265,-662,1132,1282,624,251,-24,801,752,981,988,-684,2051,2
1276,695,-586,1154,759,959,116,702,-566,1233,1761,-43,2125,155,-95,-228,123,225,69,49,2
185,1056,252,448,-1391,1532,164,494,1237,1202,297,-1123,-131,298,1126,36,-282,1204,759,1049,2
-669,6,-4,1028,984,-46,-202,2047,832,2711,-93,-312,1123,-1,-798,-71,33,-572,27,-1163,2
2496,722,2847,709,-106,-79,1416,-28,3646,1025,116,1644,1142,1612,-363,583,1281,772,175,-331,2
626,1615,417,-585,401,2554,849,655,207,2109,468,1518,631,-1685,201,619,16,-475,1658,1127,2
-2213,1568,-108,2087,1852,-901,4067,-981,722,-1849,-2523,-688,-541,2258,-5683,2,3679,1221,-2849,657,1
-2725,-429,638,3962,-211,2713,443,2287,-3178,-122,1296,3466,2978,-121,-813,-1222,2689,2804,205,828,1
-3075,162,-4221,964,2272,2185,719,712,-524,696,6,-14,-1284,-279,1053,-2495,1096,2172,252,-1486,1
-3157,866,449,-2053,1447,1493,56,541,-3129,942,878,68,-677,35,4854,1057,-1252,707,-95,-1564,1
919,-9,-14,1786,-39,177,-601,1152,-1137,907,336,2877,1433,1218,17,-1357,-317,144,227,-279,2
-507,-1002,-2126,0,282,14,-2362,1404,1414,-1211,-2768,3247,-562,2298,-106,3939,-198,-3119,-824,-1176,1
184,1729,-1526,-124,365,258,926,641,-44,-115,691,1576,98,-1469,-1914,2429,262,26,141,-3362,1
-965,102,-2238,-244,-1277,-1803,-1541,286,-729,-593,-1599,2912,2124,676,2588,1875,196,5201,-2495,332,1
1403,142,818,496,-314,734,175,126,-561,179,-149,1286,-436,8,1623,144,3153,77,2271,-247,2
461,1998,-2246,12,35,-685,1307,-96,829,-234,-33,152,1543,-125,214,-4,-616,206,-638,497,2
-992,1687,355,1143,-43,2174,943,-315,-55,1778,1488,319,1484,1868,-52,1076,-869,-235,694,-961,2
601,2248,986,1551,941,-262,731,177,-1142,235,-397,1201,1592,1046,825,-1198,588,-1946,1327,-975,2
491,-4656,1256,787,616,-4816,-2138,-46,-4894,-1577,468,488,-873,-1574,101,-1585,-1622,-38,889,3366,1
127,-7,-2314,1483,-688,1025,697,1346,74,-342,-19,-78,2676,116,123,-1726,148,14,608,133,2
-25,1569,-501,1155,-1527,-103,-584,168,-86,839,1501,2187,2841,1799,719,1378,1558,387,139,146,2
1501,358,915,2116,-1185,801,2046,-35,59,2162,-197,48,2453,-16,1214,-82,1692,992,1068,-438,2
49,1855,764,228,-1005,-2324,-2619,-1037,-2103,2504,-2001,1731,23,439,-2203,4256,-3186,171,313,3314,1
1895,774,1011,-806,164,-819,2124,-1475,1066,-122,112,195,1,177,78,958,-123,24,-692,941,2
317,2395,1864,-1946,-1614,-2002,-1707,202,-4067,2428,727,1437,1634,3067,663,-973,938,499,1845,-2458,1
1255,602,1335,74,-112,485,-257,695,1565,79,-485,661,48,977,707,-1493,387,-76,664,-663,2
-1991,-873,-5339,317,96,-2571,-3227,-109,-2805,-2855,2122,-811,-1146,-1479,-4506,725,-2593,-519,-1112,-6,1
-3342,-66,336,2187,1182,-748,-4646,-1117,-2524,2375,1267,-1257,-2016,2458,138,-1621,-729,2841,-2102,96,1
2436,1057,-596,833,696,43,804,-551,-245,1621,1751,344,439,805,-448,1142,1744,258,726,-891,2
2325,582,1675,1252,2407,-2176,2656,963,1821,1028,-71,-338,2156,-639,-544,-1735,-2506,-1258,-1737,808,1
502,-908,566,2233,721,-103,502,2039,1476,-529,-233,-814,1244,55,-772,556,1497,-254,616,557,2
1525,-874,329,1136,-192,-1481,5,-655,916,1456,165,1564,53,1674,163,638,-4,175,693,23,2
36,924,-838,-601,908,2262,138,557,2159,-807,-65,-1877,-1031,-42,1637,924,177,341,1909,758,2
432,-1649,489,1662,-764,936,-4778,1422,-2407,-75,3166,-1365,-58,-4659,-4331,-1893,-693,605,2993,1026,1
198,764,2072,-172,-1165,558,-2461,-2043,-272,794,-4755,938,2787,-352,77,-97,-356,-104,-103,-1483,1
939,28,262,-2688,3126,1602,-1696,-798,264,-6267,-1086,-1541,647,89,-2803,-1205,647,-6,-3072,-1909,1
1867,-1394,1236,-2669,3848,-3277,-1595,546,-654,451,-1525,-478,2323,3621,-17,1516,-137,92,-1412,-2374,1
6073,2043,-1388,331,1051,-1849,-2513,1633,1908,-33,-1918,-4403,-599,-3689,1373,2922,2656,-1134,-42,-707,1
283,1136,533,95,559,457,946,1098,-291,932,1923,-262,19,1376,505,1211,1804,959,-596,344,2
1472,2688,-42,-897,-1473,1528,137,763,-1562,1483,51,3944,-2209,142,1725,327,-871,-1012,4377,-1832,1
1342,931,-22,1052,96,-416,-42,218,2464,964,829,1784,1873,1724,-747,-965,808,1542,738,761,2
-1798,-577,-1319,2054,1318,1949,-2217,122,-131,-2788,-754,-475,1256,-73,1866,2966,-1237,1134,3217,-224,1
-323,506,-186,-1694,3519,28,634,3856,1206,364,62,-555,-2811,1051,2004,245,-631,-387,925,3643,1
-1077,909,-1543,-986,-2848,-2639,-3823,2094,12,53,2043,874,1438,-3663,-175,814,77,-108,-2606,-747,1
656,187,1536,4114,688,525,1508,1252,-2762,3752,-4178,-302,334,-1592,-3772,756,1031,-732,1062,1019,1
347,2963,-592,-2763,-1813,-971,1445,3232,-2259,912,-3935,1367,3004,3,147,-2757,73,61,-1294,-25,1
1117,-199,2719,-562,24,2396,-1683,12,519,743,751,1615,-482,-1759,-854,903,-206,647,3127,369,2
-2679,-7141,-161,-468,-2912,4266,-759,-105,2208,845,1133,-3141,-602,3273,-439,2617,-2289,913,-902,43,1
971,24,72,1582,-694,-63,81,174,2824,1323,2298,373,1037,449,-1133,795,121,1899,-436,1028,2
-596,458,-531,-367,682,-142,464,-249,11,-278,-521,503,137,-341,-428,-573,-774,1007,1138,714,2
-1004,-1455,903,-241,1197,411,-341,853,-34,-2722,165,322,1345,-1071,1252,-227,1382,163,-374,625,2
1158,-1537,98,184,437,-446,-387,1165,775,1641,1908,406,244,-299,276,36,431,-539,865,329,2
584,-1158,-2135,308,-2224,-143,925,-396,-177,-38,686,2494,1167,-162,4674,1169,-1108,2063,-126,1869,1
2433,-459,-157,-2161,-146,-4174,95,16,-763,3561,1926,1023,-196,422,407,-1457,-1722,513,503,812,1
1155,829,333,787,-855,-418,1659,-871,-348,1284,1671,228,1829,124,722,409,295,-545,17,289,2
-1357,1207,634,1052,-2737,1252,25,84,1935,102,-826,14,-233,349,-892,1295,439,385,1632,-1924,2
1725,1872,1443,3277,968,855,2825,781,-726,127,-1361,-1813,-57,127,-723,-936,1611,7,-804,-143,2
-299,284,3498,199,-3398,2708,-348,182,-1305,-2335,-2679,-552,2984,-633,-1936,2001,84,1152,741,915,1
84,851,1589,898,-729,45,119,2827,-1595,618,746,-64,1979,-59,795,335,436,242,-2337,-1177,2
-2352,-971,4381,872,-1563,406,-49,652,-2146,-587,768,-159,2007,464,-56,813,2585,-1141,71,235,1
-96,1453,-17,1616,528,214,2148,302,618,1976,2231,2221,438,-531,-737,1372,1062,1245,176,1393,2
1157,2642,-822,1946,653,1871,47,1322,-135,13,183,-15,419,108,808,-154,17,101,1257,948,2
356,993,796,178,-934,702,233,-118,-1196,82,1833,1832,2581,-2293,942,-589,-71,8,-611,1388,2
38,1052,19,-524,-66,1024,545,1187,704,22,-164,-151,-915,-24,1441,455,1577,2107,53,591,2
-89,17,827,-7,-975,-3059,-524,-1894,-1444,-1222,2477,1329,-823,-2215,-1706,-853,-2723,-1836,1967,1197,1
576,-872,1243,1067,103,-939,-351,395,34,-57,472,1923,-71,-228,787,2041,393,-1532,-126,42,2
1949,-126,1315,-1123,-686,1862,88,-2116,-1308,129,-4,-759,-62,-1929,1237,-3722,-1138,2884,-968,-1976,1
1734,596,1493,2004,-202,119,-1312,774,202,-46,134,1748,1121,407,1718,595,818,1311,-28,-508,2
1434,1464,-878,-953,475,3223,1207,-168,72,-469,1426,-337,1234,765,1044,219,-532,632,-76,-236,2
148,549,923,1061,674,-22,1737,0,1194,-286,-1086,11,335,586,-269,57,857,-381,-12,278,2
212,247,1,-438,858,1218,-1011,775,1934,-348,55,655,121,409,2013,548,219,1126,-401,-1171,2
771,1694,-56,96,88,1614,-607,-1149,422,-1211,896,2189,-456,-1203,373,-119,-27,-185,3948,1093,2
782,1752,237,-837,713,-1622,585,231,1376,1224,-92,-568,748,2565,1119,-233,226,-405,-571,194,2
2611,2358,-3079,384,1468,121,-3607,-575,2857,-362,-701,-626,-289,-3074,-2132,3123,255,2009,-679,-2025,1
644,-319,2036,886,557,-934,-674,2007,-5,-192,-1177,-205,72,-1652,481,1629,923,-2154,186,1046,2
-2525,2249,784,-1694,-31,1835,2141,-846,-562,-1342,2081,-612,1992,902,2197,2616,-2718,2157,1943,277,1
-1194,861,1798,7,-291,-1695,1141,-18,2145,754,-42,-623,557,1486,1619,-404,397,273,789,1003,2
438,-3561,421,2761,312,-909,757,-626,-824,-795,-54,-4286,2401,-141,2033,1227,626,47,1019,-2621,1
-46,2496,-277,-2252,81,-941,-2135,1711,1604,7,-896,454,47,174,-499,2048,-583,-2125,1376,756,1
-458,1395,-193,-4,-1234,1473,1811,-395,-1179,1549,1484,696,995,317,2597,2594,416,-204,56,-1011,2
439,-968,-52,699,3156,2238,-726,4073,-1283,-869,531,-159,3654,-386,-5722,2576,-176,4382,37,808,1
-464,-2696,3244,1813,1224,-1078,2529,175,348,-2326,-1217,-803,-1566,-97,2835,-934,-1919,-2,-983,-116,1
-55,-355,-267,1495,1475,33,438,-317,-252,1254,822,314,1851,1075,-132,1974,1322,-913,-77,576,2
675,-55,1025,-67,2062,1316,2386,-715,496,1261,111,-949,812,22,-827,1073,-142,-912,-776,-716,2
1728,1309,5132,-1601,-3468,-171,1334,233,1041,838,-17,-716,-2899,-1518,-8,-2373,-1293,-171,418,2728,1
904,162,3419,734,-54,-346,-456,165,88,-746,-318,-573,-744,-368,2244,-403,-929,794,2327,-258,2
2445,148,794,405,-477,1587,1597,-1826,38,268,-3711,152,-121,-226,-1155,-3087,-576,1443,-2553,-901,1
804,2282,2032,521,-538,922,107,806,4,15,2482,-544,28,-115,115,677,-502,77,597,-627,2
-1887,-306,-561,-55,1763,-738,1525,3138,3339,625,-2371,2981,-1895,-1282,2228,4767,5567,1834,29,483,1
-373,463,1444,676,443,127,1687,-241,2028,-114,-21,289,-448,661,544,1519,-239,215,132,-1427,2
-474,2621,1663,92,986,73,636,-476,-146,-1651,694,-267,834,1349,-239,708,-87,-719,1566,504,2
-131,374,-1282,1342,1346,843,836,398,-21,441,-1204,1886,254,1308,-349,424,2614,-13,4,1944,2
-506,2451,1118,937,248,-4832,1246,-256,-1089,354,2148,-902,811,-304,-433,-91,542,139,-3156,-846,1
624,-279,-371,2767,-424,-556,284,-1015,-1512,-928,-696,1512,85,-244,-1994,-1871,-2838,1781,564,-2206,1
-103,739,119,138,2542,2543,1525,-466,-933,1,412,-147,426,318,33,-251,994,-1075,1196,507,2
1046,93,1117,1028,-1508,-983,1301,-1136,-1608,1133,56,-649,1211,-1223,1161,1853,304,792,872,-1237,2
2074,192,424,1389,-1645,-177,-702,-341,344,-627,1225,166,2065,12,2666,-3,-9,604,-443,-642,2
-181,1066,2294,2217,-117,622,1073,166,-1589,-514,-184,172,648,884,1163,46,-632,-82,1064,-1174,2
-817,477,4,1091,-853,2499,776,-1105,1562,-954,-1664,8,464,624,-183,-2458,3792,-944,2887,2154,1
593,-875,1219,-576,-516,159,-963,971,408,-904,298,369,1189,-72,-36,347,266,-444,1571,-299,2
4492,-3486,-2649,-157,2003,2956,-802,-101,1446,166,4258,-2838,-586,-207,-328,-94,633,-534,648,251,1
-973,3178,4269,-1147,-688,-2047,-92,-1776,-2573,933,-3598,-1105,-938,-277,-73,-3111,2376,-177,924,672,1
-3003,2927,858,32,-555,33,488,-404,-6905,563,-1293,413,-593,-1266,-178,-2177,59,-1552,-288,-178,1
2118,174,-6077,-227,-341,3431,-169,1,4275,1581,111,829,914,-344,534,-2193,-5174,1053,259,685,1
-85,1194,-441,137,66,-23,239,1288,723,1551,637,1075,884,1773,229,1908,-314,1519,592,759,2
492,765,2745,-967,448,-424,94,-21,-116,-524,1471,-1084,174,575,-562,2354,218,579,653,486,2
656,-1023,-2204,228,-2002,224,-368,-1386,-187,-69,-683,5132,-2376,-2161,-728,1622,5504,-937,415,-1043,1
978,-464,-3476,-752,-482,128,1632,1727,1851,606,-16,-2212,1083,2601,-151,1834,546,1198,-1743,3376,1
-182,1604,124,146,1722,-725,261,-342,804,-282,-26,-861,747,-347,411,1963,714,661,1058,-1092,2
1153,-522,42,37,652,-997,-157,-1209,423,1294,576,1004,626,138,303,1048,1338,2178,-719,1519,2
2059,-1361,1341,1298,-2601,581,465,-504,171,38,691,1593,2515,-2317,-1632,-3926,-374,4413,283,462,1
782,-438,-1878,1187,84,-1316,1939,-378,-1923,-2213,1937,787,2257,-714,-1567,-116,2148,3059,-1442,-2039,1
142,1311,-1216,758,-938,2507,-2269,-2568,-5108,3605,-331,-2283,116,336,51,3589,1473,-846,-123,-2762,1
1697,2711,-2704,171,-95,-2415,-1502,3065,-149,1149,-1748,592,-963,4041,176,542,-22,2845,2245,2328,1
-268,2188,-194,1647,1013,616,-1101,2408,944,144,-12,1802,1068,63,-1281,738,-822,2,1295,626,2
-1469,1513,2242,-806,-4506,-1857,575,-1797,152,228,771,754,-15,-1576,-1936,3282,13,-1052,143,79,1
-147,-939,-933,-2102,-2994,-2636,-1451,1491,895,1319,-1103,98,-1293,3126,23,706,997,-9,-1327,2448,1
-103,1235,-203,-619,476,-536,1506,-1173,1121,1449,577,716,303,828,82,-639,1228,163,-1221,36,2
904,-2191,2217,-2072,-173,2104,-2034,-2427,242,145,1844,-2536,-1942,1769,-3935,-2473,2818,203,1146,-137,1
-943,-1108,2119,3558,-2081,-1655,3157,1038,-261,-2845,-3332,-32,-457,1357,2812,1575,167,1837,346,238,1
3475,239,1549,432,2198,-1724,-313,-351,-1934,-1638,-3324,-3095,-1019,-156,1169,-1778,6373,2645,-843,1573,1
786,-4401,1727,1635,723,-897,3005,-211,11,1617,1072,-289,-92,108,1743,2878,-2439,-1505,1136,253,1
-1451,-1,-2136,2266,-426,-3015,-4321,-1577,-3225,394,-2088,-1309,-824,-611,-506,-519,-196,-2496,-125,-2325,1
1605,294,-918,362,-56,1159,251,-288,-1313,728,-152,-203,1684,-1733,1713,-489,-1149,-491,1617,1978,2
-76,2733,-618,-121,2575,-3196,-435,-98,115,-213,-1059,3266,2005,-412,1407,-1064,1125,-3145,-853,-1484,1
-2343,-1309,2029,-652,-276,-1481,-1347,1509,1862,-456,-2002,-197,703,-1656,-63,-1261,15,83,2621,-122,1
22,1798,-1366,36,-181,766,423,-637,43,-503,2328,546,-336,195,-1268,624,1098,-762,1976,584,2
314,1521,-385,-438,2076,-371,427,-744,-1,743,-1757,-515,-64,-266,172,-158,1686,1298,-1832,3976,2
731,295,571,583,1214,1469,-479,33,126,1072,568,68,774,-516,659,1266,1256,951,-306,-1406,2
-651,246,2904,683,164,-554,-981,12,778,1826,2122,446,418,281,147,-38,236,2081,1474,302,2
415,284,-1654,2555,1315,731,-241,2206,324,1174,233,-829,-892,-199,93,711,378,1295,575,76,2
-2275,-485,991,-518,-653,2545,2105,-1863,-1331,488,1485,-1722,-61,-4266,-25,2154,681,3049,-787,-1494,1
61,2168,-572,132,-59,-1955,615,-2051,1101,-1754,-1796,-1898,-2139,1374,-2332,2182,-459,-2713,-2558,-169,1
